Sales Person,Product,Country,Date,Amount,Boxes,Order Status
Husein Augar,Choco Coated Almonds,UK,2024-07-02,7348.5,525,Shipped
Gigi Bohling,Baker's Choco Chips,India,2024-07-02,3654.0,244,Shipped
Rafaelita Blaksland,Manuka Honey Choco,Canada,2024-07-02,7083.0,355,Shipped
Gunar Cockshoot,Mint Chip Choco,New Zealand,2024-07-02,1395.0,140,Shipped
Jehu Rudeforth,White Choc,UK,2024-07-02,2913.75,122,Shipped
Roddy Speechley,Orange Choco,Canada,2024-07-02,969.75,89,Shipped
Kelci Walkden,Mint Chip Choco,UK,2024-07-02,2720.25,303,Shipped
Dotty Strutley,Spicy Special Slims,USA,2024-07-02,1755.0,98,Shipped
Madelene Upcott,Choco Coated Almonds,Canada,2024-07-02,9544.5,735,Shipped
Husein Augar,Mint Chip Choco,India,2024-07-03,1316.25,147,Shipped
Roddy Speechley,Eclairs,UK,2024-07-03,4389.75,191,Shipped
Dotty Strutley,Drinking Coco,USA,2024-07-03,5942.25,541,Shipped
Jehu Rudeforth,Fruit & Nut Bars,UK,2024-07-03,8601.75,308,Shipped
Karlen McCaffrey,99% Dark & Pure,New Zealand,2024-07-03,3665.25,160,Shipped
Rafaelita Blaksland,Peanut Butter Cubes,USA,2024-07-03,6221.25,260,Shipped
Van Tuxwell,Organic Choco Syrup,USA,2024-07-03,6819.75,379,Shipped
Mallorie Waber,Baker's Choco Chips,USA,2024-07-03,5976.0,399,Shipped
Gigi Bohling,Smooth Silky Salty,India,2024-07-03,8014.5,729,Shipped
Oby Sorrel,Orange Choco,India,2024-07-04,5015.25,558,Shipped
Rafaelita Blaksland,70% Dark Bites,India,2024-07-04,4479.75,224,Shipped
Marney O'Breen,50% Dark Bites,Canada,2024-07-04,3174.75,187,Shipped
Wilone O'Kielt,70% Dark Bites,Australia,2024-07-04,11083.5,693,Shipped
Dotty Strutley,Organic Choco Syrup,UK,2024-07-04,17601.75,881,Shipped
Ches Bonnell,Organic Choco Syrup,UK,2024-07-04,7652.25,333,Shipped
Andria Kimpton,Manuka Honey Choco,USA,2024-07-04,7146.0,377,Shipped
Barr Faughny,Manuka Honey Choco,USA,2024-07-04,4736.25,237,Shipped
Husein Augar,Organic Choco Syrup,Australia,2024-07-04,11173.5,559,Shipped
Marney O'Breen,Baker's Choco Chips,New Zealand,2024-07-04,9220.5,513,Shipped
Madelene Upcott,Drinking Coco,USA,2024-07-05,4734.0,395,Shipped
Brien Boise,After Nines,UK,2024-07-05,4554.0,380,Shipped
Rafaelita Blaksland,Caramel Stuffed Bars,New Zealand,2024-07-05,9560.25,532,Shipped
Brien Boise,Fruit & Nut Bars,New Zealand,2024-07-05,4839.75,187,Cancelled
Madelene Upcott,Smooth Silky Salty,New Zealand,2024-07-05,6898.5,575,Cancelled
Barr Faughny,70% Dark Bites,USA,2024-07-05,1919.25,102,Shipped
Barr Faughny,Organic Choco Syrup,Australia,2024-07-05,13380.75,705,Shipped
Roddy Speechley,85% Dark Bars,New Zealand,2024-07-05,1559.25,60,Shipped
Marney O'Breen,Organic Choco Syrup,USA,2024-07-05,6502.5,362,Shipped
Curtice Advani,50% Dark Bites,Canada,2024-07-05,1019.25,47,Shipped
Jan Morforth,50% Dark Bites,Australia,2024-07-05,7866.0,394,Shipped
Kelci Walkden,Baker's Choco Chips,India,2024-07-05,5832.0,365,Cancelled
Roddy Speechley,Manuka Honey Choco,Canada,2024-07-05,14348.25,798,Shipped
Marney O'Breen,Mint Chip Choco,New Zealand,2024-07-05,735.75,62,Shipped
Brien Boise,Fruit & Nut Bars,UK,2024-07-08,7607.25,317,Shipped
Curtice Advani,Peanut Butter Cubes,Australia,2024-07-08,6446.25,340,Shipped
Roddy Speechley,Caramel Stuffed Bars,UK,2024-07-08,5024.25,280,Shipped
Jan Morforth,Choco Coated Almonds,UK,2024-07-08,5706.0,571,Shipped
Brien Boise,Organic Choco Syrup,UK,2024-07-08,506.25,25,Shipped
Marney O'Breen,99% Dark & Pure,India,2024-07-08,3123.0,136,Shipped
Van Tuxwell,Smooth Silky Salty,UK,2024-07-08,12053.25,1722,Shipped
Rafaelita Blaksland,Manuka Honey Choco,USA,2024-07-08,3514.5,176,Cancelled
Karlen McCaffrey,99% Dark & Pure,USA,2024-07-08,5568.75,233,Shipped
Kelci Walkden,Smooth Silky Salty,UK,2024-07-09,3370.5,422,Shipped
Camilla Castle,99% Dark & Pure,Australia,2024-07-09,4857.75,203,Shipped
Beverie Moffet,Spicy Special Slims,Australia,2024-07-09,7789.5,410,Shipped
Andria Kimpton,Organic Choco Syrup,UK,2024-07-09,5391.0,270,Shipped
Gigi Bohling,Raspberry Choco,India,2024-07-09,12512.25,2503,Shipped
Husein Augar,Drinking Coco,New Zealand,2024-07-09,4932.0,380,Shipped
Brien Boise,Drinking Coco,Canada,2024-07-09,6313.5,790,Shipped
Roddy Speechley,Drinking Coco,India,2024-07-09,5985.0,499,Shipped
Madelene Upcott,Eclairs,USA,2024-07-09,10334.25,470,Shipped
Barr Faughny,Raspberry Choco,Canada,2024-07-09,3309.75,552,Shipped
Marney O'Breen,Raspberry Choco,New Zealand,2024-07-09,3969.0,397,Shipped
Gigi Bohling,Orange Choco,UK,2024-07-10,3838.5,349,Shipped
Madelene Upcott,50% Dark Bites,India,2024-07-10,9749.25,488,Shipped
Brien Boise,Baker's Choco Chips,UK,2024-07-10,12939.75,863,Cancelled
Roddy Speechley,Raspberry Choco,Australia,2024-07-10,4774.5,796,Shipped
Dennison Crosswaite,Eclairs,USA,2024-07-10,2479.5,113,Shipped
Beverie Moffet,Choco Coated Almonds,Canada,2024-07-10,1725.75,133,Shipped
Ches Bonnell,Peanut Butter Cubes,USA,2024-07-10,4198.5,210,Shipped
Jehu Rudeforth,Peanut Butter Cubes,Canada,2024-07-10,5220.0,249,Shipped
Dotty Strutley,Orange Choco,India,2024-07-10,614.25,103,Shipped
Gunar Cockshoot,Mint Chip Choco,UK,2024-07-10,2889.0,207,Shipped
Brien Boise,Eclairs,India,2024-07-11,4536.0,216,Shipped
Husein Augar,Choco Coated Almonds,Australia,2024-07-11,6970.5,465,Shipped
Barr Faughny,Orange Choco,USA,2024-07-12,2515.5,229,Shipped
Barr Faughny,Orange Choco,Canada,2024-07-12,468.0,43,Shipped
Gigi Bohling,Peanut Butter Cubes,USA,2024-07-12,6086.25,321,Shipped
Kelci Walkden,White Choc,USA,2024-07-12,5238.0,262,Shipped
Wilone O'Kielt,Choco Coated Almonds,New Zealand,2024-07-12,4488.75,409,Shipped
Roddy Speechley,Mint Chip Choco,New Zealand,2024-07-12,2693.25,208,Shipped
Wilone O'Kielt,Fruit & Nut Bars,USA,2024-07-12,10082.25,439,Shipped
Ches Bonnell,Spicy Special Slims,UK,2024-07-12,3888.0,216,Shipped
Brien Boise,Drinking Coco,USA,2024-07-12,6169.5,686,Shipped
Madelene Upcott,White Choc,India,2024-07-12,5422.5,247,Shipped
Ches Bonnell,Drinking Coco,USA,2024-07-12,5143.5,515,Shipped
Jehu Rudeforth,Organic Choco Syrup,India,2024-07-12,12262.5,584,Shipped
Brien Boise,Mint Chip Choco,USA,2024-07-15,1953.0,217,Shipped
Husein Augar,Milk Bars,UK,2024-07-15,4556.25,269,Shipped
Madelene Upcott,Eclairs,UK,2024-07-15,1570.5,72,Shipped
Jehu Rudeforth,99% Dark & Pure,USA,2024-07-15,3213.0,134,Shipped
Barr Faughny,Spicy Special Slims,USA,2024-07-15,5951.25,331,Shipped
Wilone O'Kielt,Spicy Special Slims,New Zealand,2024-07-15,9085.5,455,Shipped
Gunar Cockshoot,Drinking Coco,India,2024-07-15,4995.0,500,Shipped
Rafaelita Blaksland,Choco Coated Almonds,India,2024-07-15,4218.75,302,Shipped
Barr Faughny,99% Dark & Pure,India,2024-07-16,2133.0,102,Shipped
Dennison Crosswaite,Fruit & Nut Bars,Canada,2024-07-16,10608.75,393,Shipped
Brien Boise,Raspberry Choco,UK,2024-07-16,2121.75,304,Shipped
Gigi Bohling,Peanut Butter Cubes,New Zealand,2024-07-16,7989.75,333,Shipped
Dennison Crosswaite,Orange Choco,USA,2024-07-17,4189.5,699,Shipped
Kelci Walkden,Baker's Choco Chips,UK,2024-07-17,6045.75,378,Shipped
Madelene Upcott,Choco Coated Almonds,Canada,2024-07-18,3323.25,303,Shipped
Madelene Upcott,85% Dark Bars,UK,2024-07-18,771.75,33,Shipped
Beverie Moffet,Fruit & Nut Bars,USA,2024-07-18,6495.75,241,Shipped
Madelene Upcott,85% Dark Bars,UK,2024-07-18,6759.0,308,Shipped
Roddy Speechley,Peanut Butter Cubes,USA,2024-07-18,8538.75,407,Shipped
Kelci Walkden,Drinking Coco,UK,2024-07-18,6129.0,511,Shipped
Jehu Rudeforth,Smooth Silky Salty,Australia,2024-07-18,10361.25,1296,Shipped
Roddy Speechley,Orange Choco,USA,2024-07-18,8322.75,833,Shipped
Curtice Advani,50% Dark Bites,India,2024-07-18,2495.25,125,Shipped
Andria Kimpton,Raspberry Choco,USA,2024-07-18,6970.5,698,Shipped
Oby Sorrel,Spicy Special Slims,India,2024-07-18,1046.25,56,Shipped
Oby Sorrel,Mint Chip Choco,UK,2024-07-18,1406.25,128,Shipped
Andria Kimpton,99% Dark & Pure,UK,2024-07-18,13412.25,584,Shipped
Curtice Advani,Milk Bars,UK,2024-07-19,6615.0,390,Cancelled
Madelene Upcott,Choco Coated Almonds,UK,2024-07-19,3035.25,203,Shipped
Dotty Strutley,Baker's Choco Chips,Australia,2024-07-19,6493.5,361,Shipped
Brien Boise,Choco Coated Almonds,New Zealand,2024-07-19,2484.0,226,Shipped
Brien Boise,Milk Bars,Canada,2024-07-19,4538.25,253,Shipped
Oby Sorrel,Manuka Honey Choco,Canada,2024-07-19,1455.75,81,Shipped
Oby Sorrel,Eclairs,New Zealand,2024-07-19,378.0,20,Shipped
Barr Faughny,99% Dark & Pure,India,2024-07-19,9897.75,495,Shipped
Ches Bonnell,50% Dark Bites,India,2024-07-19,5112.0,244,Shipped
Brien Boise,After Nines,Australia,2024-07-19,7011.0,585,Shipped
Barr Faughny,Mint Chip Choco,India,2024-07-19,1624.5,148,Shipped
Andria Kimpton,Orange Choco,UK,2024-07-19,10894.5,1362,Shipped
Roddy Speechley,Mint Chip Choco,Canada,2024-07-19,4950.0,381,Shipped
Gunar Cockshoot,Manuka Honey Choco,USA,2024-07-19,978.75,49,Shipped
Marney O'Breen,Eclairs,USA,2024-07-19,9333.0,425,Shipped
Barr Faughny,Baker's Choco Chips,India,2024-07-22,5688.0,356,Shipped
Rafaelita Blaksland,Fruit & Nut Bars,UK,2024-07-22,10860.75,453,Shipped
Brien Boise,Choco Coated Almonds,Canada,2024-07-22,758.25,55,Shipped
Dotty Strutley,Peanut Butter Cubes,USA,2024-07-22,6311.25,263,Shipped
Rafaelita Blaksland,Eclairs,UK,2024-07-22,5782.5,305,Shipped
Andria Kimpton,Eclairs,UK,2024-07-22,6133.5,267,Shipped
Jehu Rudeforth,99% Dark & Pure,UK,2024-07-22,5656.5,270,Shipped
Dotty Strutley,85% Dark Bars,USA,2024-07-22,5325.75,205,Shipped
Curtice Advani,Peanut Butter Cubes,UK,2024-07-22,3577.5,179,Shipped
Dennison Crosswaite,Peanut Butter Cubes,UK,2024-07-22,6000.75,273,Shipped
Kelci Walkden,50% Dark Bites,Canada,2024-07-22,5679.0,335,Shipped
Kelci Walkden,Peanut Butter Cubes,Australia,2024-07-23,785.25,42,Shipped
Husein Augar,Choco Coated Almonds,USA,2024-07-23,4725.0,394,Shipped
Brien Boise,Peanut Butter Cubes,New Zealand,2024-07-23,6414.75,268,Shipped
Beverie Moffet,Mint Chip Choco,Canada,2024-07-23,4920.75,547,Shipped
Jehu Rudeforth,Mint Chip Choco,UK,2024-07-23,555.75,56,Shipped
Gunar Cockshoot,85% Dark Bars,UK,2024-07-23,3723.75,144,Shipped
Curtice Advani,Choco Coated Almonds,New Zealand,2024-07-23,5658.75,436,Shipped
Husein Augar,99% Dark & Pure,India,2024-07-23,8610.75,392,Shipped
Andria Kimpton,Choco Coated Almonds,Australia,2024-07-23,7965.0,797,Shipped
Gunar Cockshoot,70% Dark Bites,UK,2024-07-23,4623.75,272,Shipped
Jehu Rudeforth,Choco Coated Almonds,USA,2024-07-23,4194.0,280,Shipped
Madelene Upcott,Manuka Honey Choco,Canada,2024-07-23,7607.25,346,Shipped
Dotty Strutley,Mint Chip Choco,Australia,2024-07-23,4092.75,293,Shipped
Husein Augar,Baker's Choco Chips,India,2024-07-23,8734.5,514,Shipped
Barr Faughny,Spicy Special Slims,New Zealand,2024-07-23,2799.0,165,Shipped
Madelene Upcott,Drinking Coco,India,2024-07-24,5384.25,539,Shipped
Gunar Cockshoot,Eclairs,UK,2024-07-24,2918.25,127,Shipped
Marney O'Breen,Milk Bars,UK,2024-07-24,776.25,46,Shipped
Gigi Bohling,70% Dark Bites,UK,2024-07-24,2349.0,147,Shipped
Dotty Strutley,85% Dark Bars,Australia,2024-07-24,11747.25,490,Shipped
Kelci Walkden,85% Dark Bars,USA,2024-07-24,796.5,32,Shipped
Van Tuxwell,Baker's Choco Chips,India,2024-07-24,3064.5,154,Shipped
Madelene Upcott,99% Dark & Pure,UK,2024-07-24,3147.75,144,Shipped
Husein Augar,Orange Choco,UK,2024-07-24,1991.25,200,Shipped
Brien Boise,50% Dark Bites,India,2024-07-24,5143.5,258,Shipped
Wilone O'Kielt,Milk Bars,New Zealand,2024-07-24,4218.75,223,Shipped
Beverie Moffet,Peanut Butter Cubes,UK,2024-07-24,6219.0,328,Shipped
Dotty Strutley,70% Dark Bites,New Zealand,2024-07-24,3647.25,183,Shipped
Van Tuxwell,Raspberry Choco,UK,2024-07-24,11081.25,1109,Shipped
Madelene Upcott,Choco Coated Almonds,USA,2024-07-25,4428.0,443,Shipped
Beverie Moffet,85% Dark Bars,India,2024-07-25,6698.25,268,Shipped
Husein Augar,50% Dark Bites,India,2024-07-25,2076.75,116,Shipped
Dotty Strutley,85% Dark Bars,New Zealand,2024-07-25,9303.75,388,Shipped
Wilone O'Kielt,Mint Chip Choco,Australia,2024-07-25,272.25,31,Shipped
Madelene Upcott,85% Dark Bars,New Zealand,2024-07-25,6763.5,295,Shipped
Andria Kimpton,Drinking Coco,UK,2024-07-25,5159.25,397,Shipped
Gunar Cockshoot,Peanut Butter Cubes,UK,2024-07-25,9326.25,406,Shipped
Jan Morforth,Milk Bars,USA,2024-07-26,38.25,3,Shipped
Andria Kimpton,Drinking Coco,UK,2024-07-26,4846.5,606,Shipped
Kelci Walkden,Orange Choco,New Zealand,2024-07-26,9027.0,1003,Cancelled
Gunar Cockshoot,50% Dark Bites,India,2024-07-26,4227.75,249,Shipped
Gigi Bohling,Orange Choco,UK,2024-07-26,7645.5,956,Shipped
Brien Boise,50% Dark Bites,Canada,2024-07-26,4682.25,261,Shipped
Dennison Crosswaite,Mint Chip Choco,New Zealand,2024-07-26,4029.75,448,Shipped
Rafaelita Blaksland,Spicy Special Slims,New Zealand,2024-07-26,1471.5,99,Shipped
Kaine Padly,Orange Choco,Australia,2024-07-26,3469.5,386,Shipped
Camilla Castle,Choco Coated Almonds,USA,2024-07-26,1404.0,117,Cancelled
Madelene Upcott,Eclairs,India,2024-07-26,5384.25,245,Shipped
Ches Bonnell,Mint Chip Choco,Australia,2024-07-26,508.5,51,Shipped
Brien Boise,Smooth Silky Salty,New Zealand,2024-07-26,8394.75,1200,Shipped
Jan Morforth,Mint Chip Choco,USA,2024-07-26,8777.25,676,Cancelled
Madelene Upcott,Milk Bars,Australia,2024-07-26,1829.25,88,Shipped
Roddy Speechley,Fruit & Nut Bars,India,2024-07-26,9092.25,350,Shipped
Gunar Cockshoot,70% Dark Bites,New Zealand,2024-07-29,4.5,1,Shipped
Barr Faughny,Organic Choco Syrup,UK,2024-07-29,171.0,10,Shipped
Van Tuxwell,Peanut Butter Cubes,Australia,2024-07-29,4340.25,229,Shipped
Beverie Moffet,Drinking Coco,Canada,2024-07-29,5685.75,632,Shipped
Kaine Padly,Caramel Stuffed Bars,USA,2024-07-29,3091.5,155,Shipped
Gunar Cockshoot,Smooth Silky Salty,UK,2024-07-29,4290.75,613,Shipped
Roddy Speechley,Drinking Coco,India,2024-07-29,6075.0,760,Shipped
Brien Boise,Drinking Coco,USA,2024-07-29,5028.75,629,Shipped
Gigi Bohling,Drinking Coco,USA,2024-07-29,5465.25,684,Shipped
Wilone O'Kielt,Almond Choco,New Zealand,2024-07-29,951.75,80,Shipped
Kelci Walkden,Orange Choco,New Zealand,2024-07-29,9389.25,1342,Shipped
Wilone O'Kielt,Mint Chip Choco,UK,2024-07-29,7184.25,719,Shipped
Marney O'Breen,Choco Coated Almonds,UK,2024-07-30,4763.25,477,Shipped
Madelene Upcott,After Nines,UK,2024-07-30,6606.0,661,Shipped
Madelene Upcott,Manuka Honey Choco,USA,2024-07-30,8869.5,404,Shipped
Barr Faughny,Drinking Coco,India,2024-07-30,5708.25,714,Shipped
Van Tuxwell,Peanut Butter Cubes,UK,2024-07-30,6081.75,265,Shipped
Barr Faughny,Mint Chip Choco,Australia,2024-07-30,9184.5,707,Shipped
Curtice Advani,99% Dark & Pure,UK,2024-07-30,5667.75,258,Shipped
Van Tuxwell,Baker's Choco Chips,USA,2024-07-30,4587.75,242,Shipped
Wilone O'Kielt,Choco Coated Almonds,Australia,2024-07-30,6032.25,549,Shipped
Kelci Walkden,Mint Chip Choco,Australia,2024-07-30,3793.5,292,Shipped
Andria Kimpton,50% Dark Bites,New Zealand,2024-07-30,3609.0,172,Shipped
Curtice Advani,85% Dark Bars,USA,2024-07-30,9083.25,413,Shipped
Ches Bonnell,Mint Chip Choco,India,2024-07-30,3280.5,329,Shipped
Barr Faughny,Drinking Coco,Canada,2024-07-30,4812.75,602,Shipped
Barr Faughny,Organic Choco Syrup,UK,2024-07-30,4396.5,245,Shipped
Dotty Strutley,Choco Coated Almonds,Canada,2024-07-30,2126.25,213,Shipped
Roddy Speechley,Milk Bars,USA,2024-07-30,7654.5,383,Shipped
Gunar Cockshoot,Smooth Silky Salty,USA,2024-07-31,3737.25,340,Shipped
Rafaelita Blaksland,Peanut Butter Cubes,UK,2024-07-31,6536.25,327,Shipped
Andria Kimpton,70% Dark Bites,USA,2024-07-31,8813.25,464,Shipped
Husein Augar,Baker's Choco Chips,New Zealand,2024-07-31,803.25,48,Shipped
Andria Kimpton,70% Dark Bites,India,2024-07-31,2488.5,131,Shipped
Dotty Strutley,Choco Coated Almonds,India,2024-07-31,5928.75,424,Shipped
Jehu Rudeforth,Raspberry Choco,UK,2024-07-31,5330.25,762,Shipped
Gigi Bohling,99% Dark & Pure,USA,2024-07-31,7260.75,364,Shipped
Madelene Upcott,Mint Chip Choco,India,2024-07-31,1210.5,135,Shipped
Marney O'Breen,70% Dark Bites,New Zealand,2024-07-31,9803.25,613,Cancelled
Madelene Upcott,Eclairs,UK,2024-07-31,5730.75,302,Shipped
Roddy Speechley,Organic Choco Syrup,New Zealand,2024-08-01,4632.75,202,Shipped
Marney O'Breen,Eclairs,India,2024-08-01,5118.75,270,Shipped
Dotty Strutley,Milk Bars,India,2024-08-01,3161.25,186,Shipped
Andria Kimpton,After Nines,UK,2024-08-01,9337.5,779,Shipped
Andria Kimpton,Orange Choco,Australia,2024-08-02,13727.25,1962,Cancelled
Madelene Upcott,99% Dark & Pure,UK,2024-08-02,3318.75,159,Cancelled
Wilone O'Kielt,99% Dark & Pure,Canada,2024-08-02,8322.75,397,Shipped
Oby Sorrel,Baker's Choco Chips,UK,2024-08-02,3100.5,207,Shipped
Kelci Walkden,Peanut Butter Cubes,USA,2024-08-02,8367.75,381,Shipped
Marney O'Breen,Orange Choco,Australia,2024-08-02,1694.25,170,Shipped
Madelene Upcott,Peanut Butter Cubes,Australia,2024-08-02,8313.75,416,Shipped
Rafaelita Blaksland,70% Dark Bites,UK,2024-08-02,1242.0,74,Shipped
Kelci Walkden,Eclairs,Canada,2024-08-02,10053.0,438,Shipped
Kelci Walkden,50% Dark Bites,New Zealand,2024-08-02,7859.25,437,Shipped
Oby Sorrel,Fruit & Nut Bars,UK,2024-08-02,7699.5,308,Shipped
Jan Morforth,70% Dark Bites,UK,2024-08-02,4491.0,225,Cancelled
Rafaelita Blaksland,Smooth Silky Salty,UK,2024-08-02,5809.5,581,Shipped
Andria Kimpton,Baker's Choco Chips,UK,2024-08-02,2916.0,154,Shipped
Kaine Padly,Organic Choco Syrup,India,2024-08-02,14040.0,702,Shipped
Madelene Upcott,Raspberry Choco,India,2024-08-02,699.75,117,Shipped
Van Tuxwell,Manuka Honey Choco,New Zealand,2024-08-02,8925.75,496,Shipped
Karlen McCaffrey,Mint Chip Choco,Australia,2024-08-02,2801.25,201,Shipped
Kelci Walkden,99% Dark & Pure,Australia,2024-08-02,9483.75,396,Shipped
Brien Boise,Drinking Coco,New Zealand,2024-08-02,5829.75,449,Shipped
Brien Boise,Smooth Silky Salty,Canada,2024-08-02,6927.75,770,Shipped
Oby Sorrel,Eclairs,USA,2024-08-02,1498.5,72,Shipped
Roddy Speechley,Fruit & Nut Bars,India,2024-08-02,8847.0,385,Shipped
Husein Augar,After Nines,New Zealand,2024-08-05,9049.5,905,Shipped
Barr Faughny,Milk Bars,New Zealand,2024-08-05,4965.75,249,Shipped
Beverie Moffet,85% Dark Bars,New Zealand,2024-08-06,6077.25,265,Shipped
Barr Faughny,Orange Choco,Australia,2024-08-06,456.75,58,Shipped
Husein Augar,50% Dark Bites,USA,2024-08-06,231.75,12,Cancelled
Marney O'Breen,70% Dark Bites,New Zealand,2024-08-06,2668.5,149,Shipped
Jehu Rudeforth,Baker's Choco Chips,Australia,2024-08-06,3496.5,206,Shipped
Ches Bonnell,50% Dark Bites,Canada,2024-08-06,6477.75,360,Shipped
Van Tuxwell,White Choc,India,2024-08-06,6855.75,299,Shipped
Roddy Speechley,Fruit & Nut Bars,USA,2024-08-06,3525.75,131,Shipped
Kelci Walkden,After Nines,New Zealand,2024-08-06,3280.5,253,Shipped
Beverie Moffet,Drinking Coco,USA,2024-08-06,5766.75,641,Shipped
Kelci Walkden,Milk Bars,Canada,2024-08-07,3152.25,151,Shipped
Dotty Strutley,Eclairs,UK,2024-08-07,15.75,1,Shipped
Curtice Advani,Milk Bars,UK,2024-08-07,5994.0,353,Shipped
Madelene Upcott,Orange Choco,USA,2024-08-07,272.25,28,Shipped
Wilone O'Kielt,Drinking Coco,India,2024-08-07,5706.0,634,Shipped
Curtice Advani,Choco Coated Almonds,India,2024-08-07,6520.5,593,Shipped
Jan Morforth,Peanut Butter Cubes,Canada,2024-08-07,12051.0,603,Cancelled
Madelene Upcott,50% Dark Bites,USA,2024-08-07,8619.75,479,Shipped
Jehu Rudeforth,Smooth Silky Salty,Canada,2024-08-07,8824.5,803,Shipped
Wilone O'Kielt,Orange Choco,USA,2024-08-07,4061.25,407,Cancelled
Camilla Castle,99% Dark & Pure,UK,2024-08-07,15590.25,650,Shipped
Kaine Padly,Peanut Butter Cubes,Canada,2024-08-08,5730.75,273,Shipped
Van Tuxwell,Mint Chip Choco,UK,2024-08-08,1050.75,117,Shipped
Madelene Upcott,Baker's Choco Chips,UK,2024-08-08,13961.25,931,Shipped
Husein Augar,Spicy Special Slims,UK,2024-08-08,11216.25,624,Shipped
Barr Faughny,Mint Chip Choco,Australia,2024-08-08,7618.5,693,Shipped
Barr Faughny,Mint Chip Choco,Canada,2024-08-08,2130.75,214,Shipped
Kelci Walkden,Orange Choco,Canada,2024-08-08,10599.75,1060,Shipped
Madelene Upcott,Peanut Butter Cubes,Canada,2024-08-08,7476.75,312,Shipped
Madelene Upcott,99% Dark & Pure,New Zealand,2024-08-09,9576.0,417,Shipped
Madelene Upcott,Mint Chip Choco,New Zealand,2024-08-09,351.0,27,Shipped
Roddy Speechley,Orange Choco,USA,2024-08-09,7056.0,706,Shipped
Marney O'Breen,Orange Choco,India,2024-08-09,4943.25,707,Shipped
Husein Augar,Organic Choco Syrup,India,2024-08-09,5071.5,267,Shipped
Gunar Cockshoot,Choco Coated Almonds,New Zealand,2024-08-09,2371.5,216,Shipped
Dotty Strutley,85% Dark Bars,USA,2024-08-09,8496.0,340,Shipped
Curtice Advani,Drinking Coco,India,2024-08-09,5267.25,439,Shipped
Roddy Speechley,Spicy Special Slims,Canada,2024-08-09,3683.25,194,Shipped
Andria Kimpton,Peanut Butter Cubes,UK,2024-08-09,4178.25,199,Shipped
Rafaelita Blaksland,Manuka Honey Choco,USA,2024-08-09,7029.0,320,Shipped
Roddy Speechley,Mint Chip Choco,UK,2024-08-09,1649.25,138,Shipped
Roddy Speechley,Eclairs,UK,2024-08-09,1946.25,85,Shipped
Van Tuxwell,Eclairs,USA,2024-08-09,1001.25,51,Shipped
Oby Sorrel,Almond Choco,UK,2024-08-12,90.0,10,Shipped
Madelene Upcott,Choco Coated Almonds,USA,2024-08-12,5643.0,435,Shipped
Roddy Speechley,Choco Coated Almonds,UK,2024-08-12,10496.25,750,Shipped
Gunar Cockshoot,Drinking Coco,India,2024-08-12,5226.75,403,Shipped
Curtice Advani,Manuka Honey Choco,Canada,2024-08-12,8725.5,460,Shipped
Ches Bonnell,Drinking Coco,Canada,2024-08-13,5278.5,480,Shipped
Dotty Strutley,Raspberry Choco,India,2024-08-13,357.75,72,Shipped
Rafaelita Blaksland,Spicy Special Slims,Australia,2024-08-13,3906.0,261,Shipped
Husein Augar,White Choc,Canada,2024-08-13,1923.75,92,Shipped
Marney O'Breen,Smooth Silky Salty,USA,2024-08-13,5166.0,431,Shipped
Husein Augar,Drinking Coco,UK,2024-08-13,5874.75,653,Shipped
Oby Sorrel,Almond Choco,UK,2024-08-13,11110.5,1235,Shipped
Dotty Strutley,70% Dark Bites,Australia,2024-08-13,4322.25,255,Shipped
Marney O'Breen,Choco Coated Almonds,India,2024-08-13,5253.75,438,Shipped
